"","id","team1","team2","season","city","win_by_runs","win_by_wickets","t1ha","t2ha","t1tw","t2tw","t1twbf","t1twff","t2twbf","t2twff","team1tm","team1mw","team1wp","team1wr","team1rs","team1rspi","team1w","team1wpi","team2tm","team2mw","team2wp","team2wr","team2rs","team2rspi","team2w","team2wpi","winner"
"342",132,"Kolkata Knight Riders","Mumbai Indians",2010,"Mumbai",0,7,0,1,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,1
"8",133,"Royal Challengers Bangalore","Chennai Super Kings",2010,"Bangalore",36,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,131,79,60.3053435114504,52,20899,160,820,7,0
"217",134,"Rajasthan Royals","Kings XI Punjab",2010,"Chandigarh",31,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,134,63,47.0149253731343,71,20861,156,761,6,0
"321",135,"Chennai Super Kings","Mumbai Indians",2010,"Mumbai",0,5,0,1,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,1
"467",136,"Deccan Chargers","Rajasthan Royals",2010,"Ahmedabad",0,8,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,1
"219",137,"Kolkata Knight Riders","Kings XI Punjab",2010,"Chandigarh",39,0,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,134,63,47.0149253731343,71,20861,156,761,6,0
"545",138,"Delhi Daredevils","Royal Challengers Bangalore",2010,"Bangalore",17,0,0,1,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,0
"3",139,"Rajasthan Royals","Chennai Super Kings",2010,"Ahmedabad",17,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,131,79,60.3053435114504,52,20899,160,820,7,0
"73",140,"Mumbai Indians","Deccan Chargers",2010,"Mumbai",41,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,75,29,38.6666666666667,46,11463,153,446,6,0
"314",141,"Delhi Daredevils","Kolkata Knight Riders",2010,"Delhi",40,0,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,132,68,51.5151515151515,64,19481,148,762,6,0
"377",142,"Kings XI Punjab","Mumbai Indians",2010,"Mumbai",0,4,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,1
"20",143,"Royal Challengers Bangalore","Chennai Super Kings",2010,"Chennai",0,5,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,131,79,60.3053435114504,52,20899,160,820,7,1
"450",144,"Delhi Daredevils","Rajasthan Royals",2010,"Delhi",67,0,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,0
"67",145,"Kolkata Knight Riders","Deccan Chargers",2010,"Kolkata",24,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,0
"538",146,"Kings XI Punjab","Royal Challengers Bangalore",2010,"Chandigarh",0,6,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,139,70,50.3597122302158,69,21591,156,804,6,1
"459",147,"Chennai Super Kings","Rajasthan Royals",2010,"Chennai",23,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,0
"55",148,"Mumbai Indians","Deccan Chargers",2010,"Mumbai",63,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,75,29,38.6666666666667,46,11463,153,446,6,0
"194",149,"Kolkata Knight Riders","Kings XI Punjab",2010,"Kolkata",0,8,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,134,63,47.0149253731343,71,20861,156,761,6,1
"528",150,"Delhi Daredevils","Royal Challengers Bangalore",2010,"Delhi",37,0,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,0
"70",151,"Rajasthan Royals","Deccan Chargers",2010,"Nagpur",2,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,75,29,38.6666666666667,46,11463,153,446,6,0
"343",152,"Chennai Super Kings","Mumbai Indians",2010,"Chennai",24,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,0
"428",153,"Kings XI Punjab","Rajasthan Royals",2010,"Jaipur",0,9,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,118,63,53.3898305084746,55,17703,151,704,6,1
"87",154,"Kolkata Knight Riders","Delhi Daredevils",2010,"Kolkata",14,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,0
"63",155,"Royal Challengers Bangalore","Deccan Chargers",2010,"Bangalore",0,7,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,75,29,38.6666666666667,46,11463,153,446,6,1
"226",156,"Mumbai Indians","Kings XI Punjab",2010,"Chandigarh",0,6,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,134,63,47.0149253731343,71,20861,156,761,6,1
"68",157,"Chennai Super Kings","Deccan Chargers",2010,"Nagpur",0,6,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,75,29,38.6666666666667,46,11463,153,446,6,1
"525",158,"Kolkata Knight Riders","Royal Challengers Bangalore",2010,"Bangalore",0,7,0,1,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"183",159,"Delhi Daredevils","Kings XI Punjab",2010,"Delhi",0,7,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"453",160,"Mumbai Indians","Rajasthan Royals",2010,"Jaipur",37,0,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,0
"551",161,"Deccan Chargers","Royal Challengers Bangalore",2010,"Nagpur",13,0,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,139,70,50.3597122302158,69,21591,156,804,6,0
"130",162,"Mumbai Indians","Delhi Daredevils",2010,"Mumbai",39,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,0
"37",163,"Kolkata Knight Riders","Chennai Super Kings",2010,"Chennai",0,9,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,131,79,60.3053435114504,52,20899,160,820,7,1
"543",164,"Rajasthan Royals","Royal Challengers Bangalore",2010,"Jaipur",0,5,1,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,139,70,50.3597122302158,69,21591,156,804,6,1
"122",165,"Chennai Super Kings","Delhi Daredevils",2010,"Chennai",0,6,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,1
"78",166,"Kings XI Punjab","Deccan Chargers",2010,"Dharamsala",0,5,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,75,29,38.6666666666667,46,11463,153,446,6,1
"550",167,"Mumbai Indians","Royal Challengers Bangalore",2010,"Bangalore",57,0,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,0
"258",168,"Rajasthan Royals","Kolkata Knight Riders",2010,"Kolkata",0,8,0,1,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,1
"18",169,"Kings XI Punjab","Chennai Super Kings",2010,"Dharamsala",0,6,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,1
"95",170,"Deccan Chargers","Delhi Daredevils",2010,"Delhi",11,0,0,1,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,133,56,42.1052631578947,77,19734,149,753,6,0
"257",171,"Mumbai Indians","Kolkata Knight Riders",2010,"Kolkata",0,9,0,1,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,1
"492",172,"Mumbai Indians","Royal Challengers Bangalore",2010,"Mumbai",35,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,0
"56",173,"Chennai Super Kings","Deccan Chargers",2010,"Mumbai",38,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,75,29,38.6666666666667,46,11463,153,446,6,0
"546",174,"Deccan Chargers","Royal Challengers Bangalore",2010,"Mumbai",0,9,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,139,70,50.3597122302158,69,21591,156,804,6,1
"315",175,"Chennai Super Kings","Mumbai Indians",2010,"Mumbai",22,0,0,1,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,0
"302",176,"Chennai Super Kings","Kolkata Knight Riders",2011,"Chennai",2,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,0
"465",177,"Deccan Chargers","Rajasthan Royals",2011,"Hyderabad",0,8,1,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,1
"524",178,"Kochi Tuskers Kerala","Royal Challengers Bangalore",2011,"Kochi",0,6,1,0,1,0,1,-1,0,0,14,6,42.8571428571429,8,1901,136,74,6,139,70,50.3597122302158,69,21591,156,804,6,1
"370",179,"Delhi Daredevils","Mumbai Indians",2011,"Delhi",0,8,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,140,80,57.1428571428571,60,21721,156,844,7,1
"389",180,"Kings XI Punjab","Pune Warriors",2011,"Mumbai",0,7,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,46,12,26.0869565217391,34,6358,139,238,6,1
"83",181,"Kolkata Knight Riders","Deccan Chargers",2011,"Kolkata",9,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,0
